"","cluster_id","sample_id","group_id"
"cell3836","CD4 T cells","ctrl107.A","A"
"cell3837","CD4 T cells","ctrl101.A","A"
"cell3838","CD14+ Monocytes","ctrl101.B","B"
"cell3839","CD14+ Monocytes","ctrl101.A","A"
"cell3840","CD4 T cells","ctrl101.A","A"
"cell3841","CD14+ Monocytes","ctrl107.A","A"
"cell3842","CD14+ Monocytes","ctrl101.A","A"
"cell3843","CD4 T cells","ctrl101.B","B"
"cell3844","CD4 T cells","ctrl101.A","A"
"cell3845","CD14+ Monocytes","ctrl101.A","A"
"cell3846","CD14+ Monocytes","ctrl101.A","A"
"cell3847","CD14+ Monocytes","ctrl101.A","A"
"cell3848","CD4 T cells","ctrl101.A","A"
"cell3849","CD4 T cells","ctrl107.A","A"
"cell3850","CD4 T cells","ctrl101.A","A"
"cell3851","CD14+ Monocytes","ctrl101.B","B"
"cell3852","CD4 T cells","ctrl101.A","A"
"cell3853","CD14+ Monocytes","ctrl107.A","A"
"cell3854","CD14+ Monocytes","ctrl101.A","A"
"cell3855","CD14+ Monocytes","ctrl101.A","A"
"cell3856","CD14+ Monocytes","ctrl101.B","B"
"cell3857","CD14+ Monocytes","ctrl101.A","A"
"cell3858","CD4 T cells","ctrl101.A","A"
"cell3859","CD4 T cells","ctrl101.A","A"
"cell3860","CD14+ Monocytes","ctrl107.A","A"
"cell3861","CD4 T cells","ctrl101.B","B"
"cell3862","CD4 T cells","ctrl101.A","A"
"cell3863","CD4 T cells","ctrl107.A","A"
"cell3864","CD4 T cells","ctrl101.A","A"
"cell3865","CD4 T cells","ctrl101.A","A"
"cell3866","CD4 T cells","ctrl101.A","A"
"cell3867","CD4 T cells","ctrl101.A","A"
"cell3868","CD4 T cells","ctrl101.A","A"
"cell3869","CD4 T cells","ctrl101.A","A"
"cell3870","CD14+ Monocytes","ctrl101.A","A"
"cell3871","CD4 T cells","ctrl101.A","A"
"cell3872","CD14+ Monocytes","ctrl101.A","A"
"cell3873","CD14+ Monocytes","ctrl101.A","A"
"cell3874","CD4 T cells","ctrl101.A","A"
"cell3875","CD14+ Monocytes","ctrl101.B","B"
"cell3876","CD14+ Monocytes","ctrl101.B","B"
"cell3877","CD14+ Monocytes","ctrl101.A","A"
"cell3878","CD4 T cells","ctrl101.A","A"
"cell3879","CD4 T cells","ctrl101.A","A"
"cell3880","CD4 T cells","ctrl101.B","B"
"cell3881","CD14+ Monocytes","ctrl101.A","A"
"cell3882","CD4 T cells","ctrl101.A","A"
"cell3883","CD4 T cells","ctrl101.A","A"
"cell3884","CD14+ Monocytes","ctrl101.A","A"
"cell3885","CD4 T cells","ctrl101.A","A"
"cell3886","CD4 T cells","ctrl101.A","A"
"cell3887","CD4 T cells","ctrl101.A","A"
"cell3888","CD4 T cells","ctrl101.A","A"
"cell3889","CD4 T cells","ctrl101.A","A"
"cell3890","CD14+ Monocytes","ctrl101.A","A"
"cell3891","CD14+ Monocytes","ctrl101.A","A"
"cell3892","CD14+ Monocytes","ctrl101.A","A"
"cell3893","CD14+ Monocytes","ctrl101.A","A"
"cell3894","CD4 T cells","ctrl101.B","B"
"cell3895","CD4 T cells","ctrl101.A","A"
"cell3896","CD4 T cells","ctrl101.A","A"
"cell3897","CD4 T cells","ctrl107.A","A"
"cell3898","CD14+ Monocytes","ctrl101.A","A"
"cell3899","CD14+ Monocytes","ctrl101.A","A"
"cell3900","CD14+ Monocytes","ctrl101.B","B"
"cell3901","CD14+ Monocytes","ctrl107.A","A"
"cell3902","CD14+ Monocytes","ctrl101.A","A"
"cell3903","CD14+ Monocytes","ctrl101.A","A"
"cell3904","CD4 T cells","ctrl101.B","B"
"cell3905","CD4 T cells","ctrl101.A","A"
"cell3906","CD4 T cells","ctrl101.A","A"
"cell3907","CD14+ Monocytes","ctrl101.A","A"
"cell3908","CD14+ Monocytes","ctrl101.A","A"
"cell3909","CD4 T cells","ctrl101.A","A"
"cell3910","CD4 T cells","ctrl101.A","A"
"cell3911","CD14+ Monocytes","ctrl101.A","A"
"cell3912","CD4 T cells","ctrl101.A","A"
"cell3913","CD4 T cells","ctrl101.A","A"
"cell3914","CD4 T cells","ctrl101.A","A"
"cell3915","CD14+ Monocytes","ctrl107.A","A"
"cell3916","CD14+ Monocytes","ctrl101.A","A"
"cell3917","CD4 T cells","ctrl101.A","A"
"cell3918","CD4 T cells","ctrl101.B","B"
"cell3919","CD14+ Monocytes","ctrl101.A","A"
"cell3920","CD14+ Monocytes","ctrl101.A","A"
"cell3921","CD4 T cells","ctrl107.B","B"
"cell3922","CD4 T cells","ctrl101.A","A"
"cell3923","CD4 T cells","ctrl101.A","A"
"cell3924","CD14+ Monocytes","ctrl101.A","A"
"cell3925","CD14+ Monocytes","ctrl101.A","A"
"cell3926","CD4 T cells","ctrl101.A","A"
"cell3927","CD4 T cells","ctrl101.A","A"
"cell3928","CD14+ Monocytes","ctrl101.A","A"
"cell3929","CD14+ Monocytes","ctrl101.A","A"
"cell3930","CD14+ Monocytes","ctrl107.A","A"
"cell3931","CD14+ Monocytes","ctrl101.B","B"
"cell3932","CD14+ Monocytes","ctrl101.A","A"
"cell3933","CD14+ Monocytes","ctrl101.A","A"
"cell3934","CD4 T cells","ctrl101.B","B"
"cell3935","CD4 T cells","ctrl101.A","A"
"cell3936","CD14+ Monocytes","ctrl101.A","A"
"cell3937","CD4 T cells","ctrl101.A","A"
"cell3938","CD4 T cells","ctrl101.A","A"
"cell3939","CD14+ Monocytes","ctrl107.A","A"
"cell3940","CD4 T cells","ctrl101.A","A"
"cell3941","CD4 T cells","ctrl107.A","A"
"cell3942","CD4 T cells","ctrl101.A","A"
"cell3943","CD4 T cells","ctrl101.A","A"
"cell3944","CD14+ Monocytes","ctrl101.A","A"
"cell3945","CD14+ Monocytes","ctrl101.A","A"
"cell3946","CD4 T cells","ctrl101.A","A"
"cell3947","CD4 T cells","ctrl101.A","A"
"cell3948","CD14+ Monocytes","ctrl101.A","A"
"cell3949","CD4 T cells","ctrl107.A","A"
"cell3950","CD14+ Monocytes","ctrl101.A","A"
"cell3951","CD14+ Monocytes","ctrl101.A","A"
"cell3952","CD4 T cells","ctrl101.B","B"
"cell3953","CD4 T cells","ctrl101.A","A"
"cell3954","CD14+ Monocytes","ctrl101.A","A"
"cell3955","CD14+ Monocytes","ctrl101.A","A"
"cell3956","CD14+ Monocytes","ctrl101.A","A"
"cell3957","CD4 T cells","ctrl107.B","B"
"cell3958","CD14+ Monocytes","ctrl101.A","A"
"cell3959","CD14+ Monocytes","ctrl101.B","B"
"cell3960","CD14+ Monocytes","ctrl107.B","B"
"cell3961","CD4 T cells","ctrl101.A","A"
"cell3962","CD14+ Monocytes","ctrl101.A","A"
"cell3963","CD4 T cells","ctrl101.A","A"
"cell3964","CD14+ Monocytes","ctrl101.A","A"
"cell3965","CD4 T cells","ctrl101.A","A"
"cell3966","CD4 T cells","ctrl101.A","A"
"cell3967","CD14+ Monocytes","ctrl101.A","A"
"cell3968","CD4 T cells","ctrl101.A","A"
"cell3969","CD4 T cells","ctrl101.A","A"
"cell3970","CD14+ Monocytes","ctrl101.A","A"
"cell3971","CD14+ Monocytes","ctrl101.A","A"
"cell3972","CD14+ Monocytes","ctrl107.B","B"
"cell3973","CD14+ Monocytes","ctrl101.A","A"
"cell3974","CD14+ Monocytes","ctrl101.A","A"
"cell3975","CD4 T cells","ctrl101.A","A"
"cell3976","CD4 T cells","ctrl101.A","A"
"cell3977","CD14+ Monocytes","ctrl101.A","A"
"cell3978","CD4 T cells","ctrl101.A","A"
"cell3979","CD14+ Monocytes","ctrl101.A","A"
"cell3980","CD4 T cells","ctrl101.A","A"
"cell3981","CD4 T cells","ctrl101.A","A"
"cell3982","CD14+ Monocytes","ctrl101.A","A"
"cell3983","CD14+ Monocytes","ctrl107.A","A"
"cell3984","CD14+ Monocytes","ctrl101.A","A"
"cell3985","CD4 T cells","ctrl101.A","A"
"cell3986","CD14+ Monocytes","ctrl107.A","A"
"cell3987","CD14+ Monocytes","ctrl101.A","A"
"cell3988","CD4 T cells","ctrl101.A","A"
"cell3989","CD14+ Monocytes","ctrl107.A","A"
"cell3990","CD4 T cells","ctrl101.A","A"
"cell3991","CD4 T cells","ctrl101.B","B"
"cell3992","CD4 T cells","ctrl101.A","A"
"cell3993","CD4 T cells","ctrl101.A","A"
"cell3994","CD4 T cells","ctrl101.A","A"
"cell3995","CD14+ Monocytes","ctrl101.A","A"
"cell3996","CD4 T cells","ctrl101.A","A"
"cell3997","CD4 T cells","ctrl101.A","A"
"cell3998","CD14+ Monocytes","ctrl101.A","A"
"cell3999","CD14+ Monocytes","ctrl101.A","A"
"cell4000","CD14+ Monocytes","ctrl101.A","A"
"cell4001","CD4 T cells","ctrl101.A","A"
"cell4002","CD4 T cells","ctrl101.A","A"
"cell4003","CD14+ Monocytes","ctrl101.A","A"
"cell4004","CD14+ Monocytes","ctrl101.A","A"
"cell4005","CD4 T cells","ctrl107.A","A"
"cell4006","CD14+ Monocytes","ctrl101.A","A"
"cell4007","CD14+ Monocytes","ctrl101.A","A"
"cell4008","CD4 T cells","ctrl107.A","A"
"cell4009","CD14+ Monocytes","ctrl101.A","A"
"cell4010","CD4 T cells","ctrl101.A","A"
"cell4011","CD4 T cells","ctrl101.A","A"
"cell4012","CD4 T cells","ctrl101.B","B"
"cell4013","CD4 T cells","ctrl101.A","A"
"cell4014","CD4 T cells","ctrl101.A","A"
"cell4015","CD4 T cells","ctrl101.A","A"
"cell4016","CD4 T cells","ctrl101.A","A"
"cell4017","CD4 T cells","ctrl101.A","A"
"cell4018","CD4 T cells","ctrl101.B","B"
"cell4019","CD4 T cells","ctrl101.A","A"
"cell4020","CD14+ Monocytes","ctrl107.A","A"
"cell4021","CD4 T cells","ctrl101.A","A"
"cell4022","CD14+ Monocytes","ctrl101.A","A"
"cell4023","CD14+ Monocytes","ctrl101.A","A"
"cell4024","CD14+ Monocytes","ctrl101.A","A"
"cell4025","CD14+ Monocytes","ctrl101.A","A"
"cell4026","CD4 T cells","ctrl101.A","A"
"cell4027","CD14+ Monocytes","ctrl101.B","B"
"cell4028","CD4 T cells","ctrl101.A","A"
"cell4029","CD4 T cells","ctrl101.A","A"
"cell4030","CD14+ Monocytes","ctrl101.B","B"
"cell4031","CD14+ Monocytes","ctrl101.A","A"
"cell4032","CD4 T cells","ctrl101.A","A"
"cell4033","CD4 T cells","ctrl101.A","A"
"cell4034","CD14+ Monocytes","ctrl107.A","A"
"cell4035","CD14+ Monocytes","ctrl101.B","B"
"cell4036","CD4 T cells","ctrl107.A","A"
"cell4037","CD4 T cells","ctrl101.A","A"
"cell4038","CD14+ Monocytes","ctrl101.A","A"
"cell4039","CD4 T cells","ctrl101.A","A"
"cell4040","CD14+ Monocytes","ctrl101.A","A"
"cell4041","CD14+ Monocytes","ctrl101.A","A"
"cell4042","CD14+ Monocytes","ctrl101.A","A"
"cell4043","CD14+ Monocytes","ctrl101.A","A"
"cell4044","CD4 T cells","ctrl101.A","A"
"cell4045","CD4 T cells","ctrl101.A","A"
"cell4046","CD4 T cells","ctrl101.A","A"
"cell4047","CD14+ Monocytes","ctrl101.A","A"
"cell4048","CD4 T cells","ctrl101.B","B"
"cell4049","CD4 T cells","ctrl101.A","A"
"cell4050","CD14+ Monocytes","ctrl101.A","A"
"cell4051","CD14+ Monocytes","ctrl107.A","A"
"cell4052","CD4 T cells","ctrl101.A","A"
"cell4053","CD14+ Monocytes","ctrl107.A","A"
"cell4054","CD4 T cells","ctrl101.A","A"
"cell4055","CD14+ Monocytes","ctrl101.A","A"
"cell4056","CD4 T cells","ctrl101.A","A"
"cell4057","CD4 T cells","ctrl107.A","A"
"cell4058","CD14+ Monocytes","ctrl101.A","A"
"cell4059","CD14+ Monocytes","ctrl101.A","A"
"cell4060","CD4 T cells","ctrl101.A","A"
"cell4061","CD14+ Monocytes","ctrl101.A","A"
"cell4062","CD14+ Monocytes","ctrl101.A","A"
"cell4063","CD4 T cells","ctrl101.A","A"
"cell4064","CD4 T cells","ctrl101.A","A"
"cell4065","CD4 T cells","ctrl101.A","A"
"cell4066","CD14+ Monocytes","ctrl101.A","A"
"cell4067","CD4 T cells","ctrl101.B","B"
"cell4068","CD14+ Monocytes","ctrl101.A","A"
"cell4069","CD4 T cells","ctrl101.A","A"
"cell4070","CD14+ Monocytes","ctrl101.A","A"
"cell4071","CD14+ Monocytes","ctrl101.A","A"
"cell4072","CD4 T cells","ctrl101.A","A"
"cell4073","CD4 T cells","ctrl101.A","A"
"cell4074","CD14+ Monocytes","ctrl101.A","A"
"cell4075","CD4 T cells","ctrl101.A","A"
"cell4076","CD4 T cells","ctrl101.A","A"
"cell4077","CD4 T cells","ctrl101.A","A"
"cell4078","CD4 T cells","ctrl101.B","B"
"cell4079","CD14+ Monocytes","ctrl101.A","A"
"cell4080","CD4 T cells","ctrl101.A","A"
"cell4081","CD4 T cells","ctrl101.A","A"
"cell4082","CD4 T cells","ctrl107.A","A"
"cell4083","CD14+ Monocytes","ctrl101.A","A"
"cell4084","CD14+ Monocytes","ctrl101.A","A"
"cell4085","CD4 T cells","ctrl101.A","A"
"cell4086","CD4 T cells","ctrl101.A","A"
"cell4087","CD14+ Monocytes","ctrl101.A","A"
"cell4088","CD4 T cells","ctrl101.A","A"
"cell4089","CD14+ Monocytes","ctrl101.A","A"
"cell4090","CD4 T cells","ctrl101.A","A"
"cell4091","CD4 T cells","ctrl101.A","A"
"cell4092","CD4 T cells","ctrl101.A","A"
"cell4093","CD4 T cells","ctrl101.B","B"
"cell4094","CD4 T cells","ctrl101.B","B"
"cell4095","CD4 T cells","ctrl101.A","A"
"cell4096","CD14+ Monocytes","ctrl101.A","A"
"cell4097","CD14+ Monocytes","ctrl101.A","A"
"cell4098","CD4 T cells","ctrl101.A","A"
"cell4099","CD14+ Monocytes","ctrl101.A","A"
"cell4100","CD4 T cells","ctrl101.A","A"
"cell4101","CD4 T cells","ctrl101.A","A"
"cell4102","CD14+ Monocytes","ctrl101.A","A"
"cell4103","CD14+ Monocytes","ctrl101.A","A"
"cell4104","CD14+ Monocytes","ctrl101.A","A"
"cell4105","CD4 T cells","ctrl101.A","A"
"cell4106","CD4 T cells","ctrl101.A","A"
"cell4107","CD4 T cells","ctrl101.A","A"
"cell4108","CD4 T cells","ctrl101.A","A"
"cell4109","CD4 T cells","ctrl101.A","A"
"cell4110","CD14+ Monocytes","ctrl101.A","A"
"cell4111","CD4 T cells","ctrl101.A","A"
"cell4112","CD14+ Monocytes","ctrl101.A","A"
"cell4113","CD14+ Monocytes","ctrl101.A","A"
"cell4114","CD4 T cells","ctrl101.A","A"
"cell4115","CD4 T cells","ctrl101.A","A"
"cell4116","CD4 T cells","ctrl101.A","A"
"cell4117","CD14+ Monocytes","ctrl107.A","A"
"cell4118","CD4 T cells","ctrl101.A","A"
"cell4119","CD4 T cells","ctrl101.B","B"
"cell4120","CD14+ Monocytes","ctrl101.A","A"
"cell4121","CD14+ Monocytes","ctrl107.B","B"
"cell4122","CD4 T cells","ctrl101.A","A"
"cell4123","CD14+ Monocytes","ctrl107.A","A"
"cell4124","CD14+ Monocytes","ctrl107.A","A"
"cell4125","CD4 T cells","ctrl107.A","A"
"cell4126","CD14+ Monocytes","ctrl107.A","A"
"cell4127","CD14+ Monocytes","ctrl101.A","A"
"cell4128","CD14+ Monocytes","ctrl101.A","A"
"cell4129","CD4 T cells","ctrl101.A","A"
"cell4130","CD4 T cells","ctrl101.A","A"
"cell4131","CD14+ Monocytes","ctrl101.A","A"
"cell4132","CD14+ Monocytes","ctrl101.A","A"
"cell4133","CD14+ Monocytes","ctrl107.A","A"
"cell4134","CD4 T cells","ctrl101.A","A"
"cell4135","CD4 T cells","ctrl101.A","A"
"cell4136","CD4 T cells","ctrl101.A","A"
"cell4137","CD14+ Monocytes","ctrl101.A","A"
"cell4138","CD14+ Monocytes","ctrl107.A","A"
"cell4139","CD14+ Monocytes","ctrl101.A","A"
"cell4140","CD4 T cells","ctrl101.A","A"
"cell4141","CD4 T cells","ctrl101.A","A"
"cell4142","CD4 T cells","ctrl101.A","A"
"cell4143","CD4 T cells","ctrl101.A","A"
"cell4144","CD14+ Monocytes","ctrl101.A","A"
"cell4145","CD14+ Monocytes","ctrl101.A","A"
"cell4146","CD4 T cells","ctrl107.A","A"
"cell4147","CD14+ Monocytes","ctrl101.A","A"
"cell4148","CD14+ Monocytes","ctrl101.B","B"
"cell4149","CD14+ Monocytes","ctrl101.A","A"
"cell4150","CD14+ Monocytes","ctrl107.A","A"
"cell4151","CD4 T cells","ctrl101.A","A"
"cell4152","CD4 T cells","ctrl101.A","A"
"cell4153","CD14+ Monocytes","ctrl101.A","A"
"cell4154","CD4 T cells","ctrl101.A","A"
"cell4155","CD4 T cells","ctrl101.A","A"
"cell4156","CD4 T cells","ctrl101.B","B"
"cell4157","CD14+ Monocytes","ctrl101.A","A"
"cell4158","CD14+ Monocytes","ctrl101.A","A"
"cell4159","CD14+ Monocytes","ctrl101.A","A"
"cell4160","CD4 T cells","ctrl101.A","A"
"cell4161","CD4 T cells","ctrl101.A","A"
"cell4162","CD4 T cells","ctrl101.A","A"
"cell4163","CD14+ Monocytes","ctrl101.B","B"
"cell4164","CD14+ Monocytes","ctrl107.A","A"
"cell4165","CD14+ Monocytes","ctrl101.A","A"
"cell4166","CD4 T cells","ctrl101.A","A"
"cell4167","CD4 T cells","ctrl101.A","A"
"cell4168","CD4 T cells","ctrl107.A","A"
"cell4169","CD4 T cells","ctrl101.A","A"
"cell4170","CD4 T cells","ctrl107.A","A"
"cell4171","CD14+ Monocytes","ctrl101.A","A"
"cell4172","CD14+ Monocytes","ctrl101.A","A"
"cell4173","CD14+ Monocytes","ctrl101.A","A"
"cell4174","CD14+ Monocytes","ctrl107.A","A"
"cell4175","CD14+ Monocytes","ctrl101.A","A"
"cell4176","CD4 T cells","ctrl101.A","A"
"cell4177","CD14+ Monocytes","ctrl101.A","A"
"cell4178","CD4 T cells","ctrl101.A","A"
"cell4179","CD14+ Monocytes","ctrl101.A","A"
"cell4180","CD14+ Monocytes","ctrl101.A","A"
"cell4181","CD4 T cells","ctrl101.A","A"
"cell4182","CD4 T cells","ctrl101.A","A"
"cell4183","CD4 T cells","ctrl101.A","A"
"cell4184","CD14+ Monocytes","ctrl101.A","A"
"cell4185","CD4 T cells","ctrl101.A","A"
"cell4186","CD14+ Monocytes","ctrl101.A","A"
"cell4187","CD4 T cells","ctrl101.A","A"
"cell4188","CD4 T cells","ctrl101.A","A"
"cell4189","CD4 T cells","ctrl101.A","A"
"cell4190","CD4 T cells","ctrl101.B","B"
"cell4191","CD14+ Monocytes","ctrl101.B","B"
"cell4192","CD14+ Monocytes","ctrl101.A","A"
"cell4193","CD14+ Monocytes","ctrl101.A","A"
"cell4194","CD4 T cells","ctrl101.B","B"
"cell4195","CD4 T cells","ctrl101.A","A"
"cell4196","CD4 T cells","ctrl101.A","A"
"cell4197","CD14+ Monocytes","ctrl101.B","B"
"cell4198","CD14+ Monocytes","ctrl101.B","B"
"cell4199","CD14+ Monocytes","ctrl101.A","A"
"cell4200","CD4 T cells","ctrl101.A","A"
"cell4201","CD14+ Monocytes","ctrl101.A","A"
"cell4202","CD14+ Monocytes","ctrl101.A","A"
"cell4203","CD14+ Monocytes","ctrl101.A","A"
"cell4204","CD14+ Monocytes","ctrl101.A","A"
"cell4205","CD4 T cells","ctrl101.A","A"
"cell4206","CD4 T cells","ctrl101.A","A"
"cell4207","CD4 T cells","ctrl101.B","B"
"cell4208","CD4 T cells","ctrl101.A","A"
"cell4209","CD14+ Monocytes","ctrl101.A","A"
"cell4210","CD14+ Monocytes","ctrl101.A","A"
"cell4211","CD14+ Monocytes","ctrl101.A","A"
"cell4212","CD14+ Monocytes","ctrl101.B","B"
"cell4213","CD4 T cells","ctrl101.A","A"
"cell4214","CD4 T cells","ctrl101.A","A"
"cell4215","CD4 T cells","ctrl101.B","B"
"cell4216","CD4 T cells","ctrl101.A","A"
"cell4217","CD14+ Monocytes","ctrl107.A","A"
"cell4218","CD4 T cells","ctrl101.B","B"
"cell4219","CD4 T cells","ctrl101.B","B"
"cell4220","CD14+ Monocytes","ctrl101.A","A"
"cell4221","CD4 T cells","ctrl101.A","A"
"cell4222","CD4 T cells","ctrl101.A","A"
"cell4223","CD14+ Monocytes","ctrl107.A","A"
"cell4224","CD4 T cells","ctrl101.A","A"
"cell4225","CD4 T cells","ctrl101.B","B"
"cell4226","CD4 T cells","ctrl101.A","A"
"cell4227","CD4 T cells","ctrl101.A","A"
"cell4228","CD14+ Monocytes","ctrl101.A","A"
"cell4229","CD4 T cells","ctrl107.A","A"
"cell4230","CD14+ Monocytes","ctrl101.A","A"
"cell4231","CD14+ Monocytes","ctrl101.A","A"
"cell4232","CD4 T cells","ctrl101.A","A"
"cell4233","CD14+ Monocytes","ctrl101.A","A"
"cell4234","CD4 T cells","ctrl101.A","A"
"cell4235","CD14+ Monocytes","ctrl101.A","A"
"cell4236","CD14+ Monocytes","ctrl107.A","A"
"cell4237","CD4 T cells","ctrl101.A","A"
"cell4238","CD4 T cells","ctrl101.A","A"
"cell4239","CD4 T cells","ctrl101.A","A"
"cell4240","CD14+ Monocytes","ctrl101.A","A"
"cell4241","CD14+ Monocytes","ctrl101.A","A"
"cell4242","CD4 T cells","ctrl101.A","A"
"cell4243","CD14+ Monocytes","ctrl101.A","A"
"cell4244","CD14+ Monocytes","ctrl101.A","A"
"cell4245","CD14+ Monocytes","ctrl101.A","A"
"cell4246","CD4 T cells","ctrl101.B","B"
"cell4247","CD14+ Monocytes","ctrl101.A","A"
"cell4248","CD4 T cells","ctrl101.A","A"
"cell4249","CD4 T cells","ctrl107.A","A"
"cell4250","CD4 T cells","ctrl101.A","A"
"cell4251","CD14+ Monocytes","ctrl101.B","B"
"cell4252","CD4 T cells","ctrl101.A","A"
"cell4253","CD4 T cells","ctrl101.A","A"
"cell4254","CD14+ Monocytes","ctrl101.B","B"
"cell4255","CD14+ Monocytes","ctrl101.A","A"
"cell4256","CD14+ Monocytes","ctrl101.A","A"
"cell4257","CD4 T cells","ctrl101.B","B"
"cell4258","CD14+ Monocytes","ctrl101.A","A"
"cell4259","CD14+ Monocytes","ctrl101.A","A"
"cell4260","CD4 T cells","ctrl101.A","A"
"cell4261","CD14+ Monocytes","ctrl101.A","A"
"cell4262","CD14+ Monocytes","ctrl101.A","A"
"cell4263","CD4 T cells","ctrl101.A","A"
"cell4264","CD4 T cells","ctrl107.A","A"
"cell4265","CD14+ Monocytes","ctrl101.A","A"
"cell4266","CD14+ Monocytes","ctrl101.A","A"
"cell4267","CD4 T cells","ctrl101.A","A"
"cell4268","CD4 T cells","ctrl107.A","A"
"cell4269","CD14+ Monocytes","ctrl101.A","A"
"cell4270","CD14+ Monocytes","ctrl101.A","A"
"cell4271","CD14+ Monocytes","ctrl101.A","A"
"cell4272","CD4 T cells","ctrl101.A","A"
"cell4273","CD4 T cells","ctrl101.A","A"
"cell4274","CD4 T cells","ctrl101.A","A"
"cell4275","CD14+ Monocytes","ctrl101.B","B"
"cell4276","CD4 T cells","ctrl101.B","B"
"cell4277","CD4 T cells","ctrl101.B","B"
"cell4278","CD4 T cells","ctrl101.A","A"
"cell4279","CD4 T cells","ctrl101.A","A"
"cell4280","CD4 T cells","ctrl101.A","A"
"cell4281","CD4 T cells","ctrl101.A","A"
"cell4282","CD4 T cells","ctrl101.A","A"
"cell4283","CD14+ Monocytes","ctrl101.A","A"
"cell4284","CD14+ Monocytes","ctrl101.B","B"
"cell4285","CD4 T cells","ctrl107.A","A"
"cell4286","CD4 T cells","ctrl101.A","A"
"cell4287","CD4 T cells","ctrl101.A","A"
"cell4288","CD4 T cells","ctrl101.A","A"
"cell4289","CD4 T cells","ctrl101.A","A"
"cell4290","CD14+ Monocytes","ctrl107.A","A"
"cell4291","CD14+ Monocytes","ctrl101.A","A"
"cell4292","CD14+ Monocytes","ctrl101.A","A"
"cell4293","CD14+ Monocytes","ctrl101.A","A"
"cell4294","CD4 T cells","ctrl101.A","A"
"cell4295","CD4 T cells","ctrl101.A","A"
"cell4296","CD14+ Monocytes","ctrl107.A","A"
"cell4297","CD14+ Monocytes","ctrl101.A","A"
"cell4298","CD14+ Monocytes","ctrl107.A","A"
"cell4299","CD4 T cells","ctrl101.A","A"
"cell4300","CD14+ Monocytes","ctrl101.A","A"
"cell4301","CD14+ Monocytes","ctrl101.B","B"
"cell4302","CD14+ Monocytes","ctrl101.A","A"
"cell4303","CD4 T cells","ctrl101.A","A"
"cell4304","CD14+ Monocytes","ctrl101.A","A"
"cell4305","CD4 T cells","ctrl101.A","A"
"cell4306","CD14+ Monocytes","ctrl101.A","A"
"cell4307","CD4 T cells","ctrl101.A","A"
"cell4308","CD4 T cells","ctrl101.A","A"
"cell4309","CD14+ Monocytes","ctrl101.A","A"
"cell4310","CD14+ Monocytes","ctrl101.A","A"
"cell4311","CD4 T cells","ctrl101.A","A"
"cell4312","CD14+ Monocytes","ctrl101.A","A"
"cell4313","CD14+ Monocytes","ctrl101.A","A"
"cell4314","CD14+ Monocytes","ctrl101.A","A"
"cell4315","CD4 T cells","ctrl101.B","B"
"cell4316","CD4 T cells","ctrl101.A","A"
"cell4317","CD14+ Monocytes","ctrl101.B","B"
"cell4318","CD14+ Monocytes","ctrl101.A","A"
"cell4319","CD4 T cells","ctrl101.A","A"
"cell4320","CD4 T cells","ctrl101.A","A"
"cell4321","CD4 T cells","ctrl101.A","A"
"cell4322","CD14+ Monocytes","ctrl101.A","A"
"cell4323","CD4 T cells","ctrl101.A","A"
"cell4324","CD4 T cells","ctrl101.A","A"
"cell4325","CD4 T cells","ctrl101.A","A"
"cell4326","CD14+ Monocytes","ctrl101.A","A"
"cell4327","CD14+ Monocytes","ctrl101.A","A"
"cell4328","CD14+ Monocytes","ctrl101.A","A"
"cell4329","CD4 T cells","ctrl101.A","A"
"cell4330","CD4 T cells","ctrl107.A","A"
"cell4331","CD14+ Monocytes","ctrl101.A","A"
"cell4332","CD4 T cells","ctrl107.A","A"
"cell4333","CD14+ Monocytes","ctrl101.A","A"
"cell4334","CD4 T cells","ctrl101.A","A"
"cell4335","CD4 T cells","ctrl101.A","A"
"cell4336","CD14+ Monocytes","ctrl101.A","A"
"cell4337","CD4 T cells","ctrl101.B","B"
"cell4338","CD4 T cells","ctrl101.A","A"
"cell4339","CD14+ Monocytes","ctrl101.A","A"
"cell4340","CD4 T cells","ctrl101.A","A"
"cell4341","CD14+ Monocytes","ctrl101.A","A"
"cell4342","CD4 T cells","ctrl101.A","A"
"cell4343","CD4 T cells","ctrl101.A","A"
"cell4344","CD14+ Monocytes","ctrl101.A","A"
"cell4345","CD14+ Monocytes","ctrl101.A","A"
"cell4346","CD14+ Monocytes","ctrl101.A","A"
"cell4347","CD14+ Monocytes","ctrl101.A","A"
"cell4348","CD14+ Monocytes","ctrl101.B","B"
"cell4349","CD4 T cells","ctrl101.B","B"
"cell4350","CD14+ Monocytes","ctrl101.A","A"
"cell4351","CD14+ Monocytes","ctrl101.A","A"
"cell4352","CD4 T cells","ctrl101.A","A"
"cell4353","CD14+ Monocytes","ctrl101.A","A"
"cell4354","CD14+ Monocytes","ctrl101.A","A"
"cell4355","CD4 T cells","ctrl101.A","A"
"cell4356","CD4 T cells","ctrl101.B","B"
"cell4357","CD14+ Monocytes","ctrl101.A","A"
"cell4358","CD4 T cells","ctrl101.A","A"
"cell4359","CD14+ Monocytes","ctrl101.A","A"
"cell4360","CD14+ Monocytes","ctrl101.A","A"
"cell4361","CD4 T cells","ctrl101.A","A"
"cell4362","CD14+ Monocytes","ctrl101.B","B"
"cell4363","CD4 T cells","ctrl107.A","A"
"cell4364","CD14+ Monocytes","ctrl101.A","A"
