"","cluster_id","sample_id","group_id"
"cell3844","CD14+ Monocytes","ctrl101.A","A"
"cell3845","CD14+ Monocytes","ctrl101.B","B"
"cell3846","CD4 T cells","ctrl101.A","A"
"cell3847","CD14+ Monocytes","ctrl101.A","A"
"cell3848","CD14+ Monocytes","ctrl101.A","A"
"cell3849","CD4 T cells","ctrl101.A","A"
"cell3850","CD4 T cells","ctrl101.B","B"
"cell3851","CD4 T cells","ctrl101.B","B"
"cell3852","CD14+ Monocytes","ctrl107.A","A"
"cell3853","CD14+ Monocytes","ctrl107.A","A"
"cell3854","CD14+ Monocytes","ctrl101.A","A"
"cell3855","CD14+ Monocytes","ctrl101.A","A"
"cell3856","CD14+ Monocytes","ctrl101.A","A"
"cell3857","CD4 T cells","ctrl101.A","A"
"cell3858","CD14+ Monocytes","ctrl101.A","A"
"cell3859","CD4 T cells","ctrl101.A","A"
"cell3860","CD4 T cells","ctrl101.A","A"
"cell3861","CD4 T cells","ctrl101.A","A"
"cell3862","CD14+ Monocytes","ctrl101.A","A"
"cell3863","CD4 T cells","ctrl101.A","A"
"cell3864","CD4 T cells","ctrl101.B","B"
"cell3865","CD4 T cells","ctrl101.B","B"
"cell3866","CD14+ Monocytes","ctrl101.B","B"
"cell3867","CD14+ Monocytes","ctrl101.B","B"
"cell3868","CD14+ Monocytes","ctrl101.A","A"
"cell3869","CD14+ Monocytes","ctrl101.A","A"
"cell3870","CD4 T cells","ctrl101.A","A"
"cell3871","CD4 T cells","ctrl101.A","A"
"cell3872","CD4 T cells","ctrl101.A","A"
"cell3873","CD4 T cells","ctrl101.A","A"
"cell3874","CD14+ Monocytes","ctrl101.A","A"
"cell3875","CD14+ Monocytes","ctrl101.A","A"
"cell3876","CD14+ Monocytes","ctrl107.A","A"
"cell3877","CD14+ Monocytes","ctrl101.A","A"
"cell3878","CD4 T cells","ctrl101.A","A"
"cell3879","CD14+ Monocytes","ctrl101.A","A"
"cell3880","CD14+ Monocytes","ctrl107.A","A"
"cell3881","CD14+ Monocytes","ctrl101.A","A"
"cell3882","CD4 T cells","ctrl107.B","B"
"cell3883","CD4 T cells","ctrl101.A","A"
"cell3884","CD14+ Monocytes","ctrl101.B","B"
"cell3885","CD4 T cells","ctrl101.B","B"
"cell3886","CD14+ Monocytes","ctrl101.A","A"
"cell3887","CD14+ Monocytes","ctrl101.A","A"
"cell3888","CD4 T cells","ctrl101.A","A"
"cell3889","CD4 T cells","ctrl101.B","B"
"cell3890","CD14+ Monocytes","ctrl101.B","B"
"cell3891","CD4 T cells","ctrl101.A","A"
"cell3892","CD4 T cells","ctrl101.A","A"
"cell3893","CD14+ Monocytes","ctrl101.A","A"
"cell3894","CD4 T cells","ctrl101.B","B"
"cell3895","CD4 T cells","ctrl101.A","A"
"cell3896","CD14+ Monocytes","ctrl101.A","A"
"cell3897","CD4 T cells","ctrl101.A","A"
"cell3898","CD4 T cells","ctrl101.B","B"
"cell3899","CD14+ Monocytes","ctrl107.A","A"
"cell3900","CD4 T cells","ctrl101.A","A"
"cell3901","CD4 T cells","ctrl101.A","A"
"cell3902","CD4 T cells","ctrl101.A","A"
"cell3903","CD4 T cells","ctrl101.A","A"
"cell3904","CD14+ Monocytes","ctrl101.A","A"
"cell3905","CD4 T cells","ctrl101.A","A"
"cell3906","CD4 T cells","ctrl101.B","B"
"cell3907","CD14+ Monocytes","ctrl101.A","A"
"cell3908","CD14+ Monocytes","ctrl107.A","A"
"cell3909","CD14+ Monocytes","ctrl101.A","A"
"cell3910","CD4 T cells","ctrl101.A","A"
"cell3911","CD14+ Monocytes","ctrl101.A","A"
"cell3912","CD14+ Monocytes","ctrl101.A","A"
"cell3913","CD14+ Monocytes","ctrl101.A","A"
"cell3914","CD14+ Monocytes","ctrl107.A","A"
"cell3915","CD14+ Monocytes","ctrl101.A","A"
"cell3916","CD14+ Monocytes","ctrl101.A","A"
"cell3917","CD14+ Monocytes","ctrl107.A","A"
"cell3918","CD4 T cells","ctrl101.B","B"
"cell3919","CD4 T cells","ctrl101.A","A"
"cell3920","CD14+ Monocytes","ctrl101.A","A"
"cell3921","CD4 T cells","ctrl101.A","A"
"cell3922","CD14+ Monocytes","ctrl101.A","A"
"cell3923","CD14+ Monocytes","ctrl101.A","A"
"cell3924","CD4 T cells","ctrl101.A","A"
"cell3925","CD14+ Monocytes","ctrl101.A","A"
"cell3926","CD14+ Monocytes","ctrl101.A","A"
"cell3927","CD14+ Monocytes","ctrl101.B","B"
"cell3928","CD14+ Monocytes","ctrl101.A","A"
"cell3929","CD14+ Monocytes","ctrl101.A","A"
"cell3930","CD14+ Monocytes","ctrl101.A","A"
"cell3931","CD4 T cells","ctrl101.A","A"
"cell3932","CD4 T cells","ctrl101.A","A"
"cell3933","CD4 T cells","ctrl107.A","A"
"cell3934","CD4 T cells","ctrl101.A","A"
"cell3935","CD14+ Monocytes","ctrl101.A","A"
"cell3936","CD4 T cells","ctrl101.A","A"
"cell3937","CD14+ Monocytes","ctrl107.A","A"
"cell3938","CD14+ Monocytes","ctrl101.A","A"
"cell3939","CD4 T cells","ctrl101.A","A"
"cell3940","CD4 T cells","ctrl101.A","A"
"cell3941","CD14+ Monocytes","ctrl101.A","A"
"cell3942","CD14+ Monocytes","ctrl101.A","A"
"cell3943","CD14+ Monocytes","ctrl101.A","A"
"cell3944","CD14+ Monocytes","ctrl101.A","A"
"cell3945","CD4 T cells","ctrl101.A","A"
"cell3946","CD14+ Monocytes","ctrl101.A","A"
"cell3947","CD14+ Monocytes","ctrl101.B","B"
"cell3948","CD14+ Monocytes","ctrl101.B","B"
"cell3949","CD14+ Monocytes","ctrl101.A","A"
"cell3950","CD14+ Monocytes","ctrl101.A","A"
"cell3951","CD4 T cells","ctrl101.A","A"
"cell3952","CD4 T cells","ctrl101.A","A"
"cell3953","CD4 T cells","ctrl101.A","A"
"cell3954","CD14+ Monocytes","ctrl101.A","A"
"cell3955","CD14+ Monocytes","ctrl101.A","A"
"cell3956","CD14+ Monocytes","ctrl101.A","A"
"cell3957","CD4 T cells","ctrl101.A","A"
"cell3958","CD14+ Monocytes","ctrl107.A","A"
"cell3959","CD4 T cells","ctrl101.A","A"
"cell3960","CD14+ Monocytes","ctrl101.A","A"
"cell3961","CD4 T cells","ctrl101.A","A"
"cell3962","CD4 T cells","ctrl101.A","A"
"cell3963","CD14+ Monocytes","ctrl101.A","A"
"cell3964","CD4 T cells","ctrl101.A","A"
"cell3965","CD14+ Monocytes","ctrl101.A","A"
"cell3966","CD4 T cells","ctrl101.A","A"
"cell3967","CD14+ Monocytes","ctrl107.A","A"
"cell3968","CD14+ Monocytes","ctrl107.A","A"
"cell3969","CD14+ Monocytes","ctrl101.A","A"
"cell3970","CD4 T cells","ctrl107.A","A"
"cell3971","CD4 T cells","ctrl101.A","A"
"cell3972","CD4 T cells","ctrl101.A","A"
"cell3973","CD14+ Monocytes","ctrl101.B","B"
"cell3974","CD4 T cells","ctrl101.A","A"
"cell3975","CD4 T cells","ctrl101.A","A"
"cell3976","CD4 T cells","ctrl101.A","A"
"cell3977","CD14+ Monocytes","ctrl101.A","A"
"cell3978","CD14+ Monocytes","ctrl101.A","A"
"cell3979","CD4 T cells","ctrl101.A","A"
"cell3980","CD14+ Monocytes","ctrl101.A","A"
"cell3981","CD14+ Monocytes","ctrl101.A","A"
"cell3982","CD4 T cells","ctrl101.A","A"
"cell3983","CD14+ Monocytes","ctrl101.A","A"
"cell3984","CD14+ Monocytes","ctrl101.A","A"
"cell3985","CD4 T cells","ctrl107.A","A"
"cell3986","CD4 T cells","ctrl101.A","A"
"cell3987","CD14+ Monocytes","ctrl101.A","A"
"cell3988","CD14+ Monocytes","ctrl101.A","A"
"cell3989","CD14+ Monocytes","ctrl101.A","A"
"cell3990","CD4 T cells","ctrl101.A","A"
"cell3991","CD14+ Monocytes","ctrl101.A","A"
"cell3992","CD4 T cells","ctrl101.A","A"
"cell3993","CD14+ Monocytes","ctrl101.A","A"
"cell3994","CD14+ Monocytes","ctrl101.A","A"
"cell3995","CD14+ Monocytes","ctrl101.A","A"
"cell3996","CD4 T cells","ctrl101.A","A"
"cell3997","CD14+ Monocytes","ctrl101.A","A"
"cell3998","CD4 T cells","ctrl101.A","A"
"cell3999","CD14+ Monocytes","ctrl101.A","A"
"cell4000","CD14+ Monocytes","ctrl101.A","A"
"cell4001","CD4 T cells","ctrl101.A","A"
"cell4002","CD14+ Monocytes","ctrl101.A","A"
"cell4003","CD4 T cells","ctrl101.A","A"
"cell4004","CD4 T cells","ctrl101.A","A"
"cell4005","CD4 T cells","ctrl101.A","A"
"cell4006","CD14+ Monocytes","ctrl101.A","A"
"cell4007","CD14+ Monocytes","ctrl101.A","A"
"cell4008","CD14+ Monocytes","ctrl101.B","B"
"cell4009","CD4 T cells","ctrl107.A","A"
"cell4010","CD4 T cells","ctrl101.A","A"
"cell4011","CD4 T cells","ctrl101.A","A"
"cell4012","CD14+ Monocytes","ctrl101.A","A"
"cell4013","CD4 T cells","ctrl101.A","A"
"cell4014","CD14+ Monocytes","ctrl101.A","A"
"cell4015","CD4 T cells","ctrl101.A","A"
"cell4016","CD4 T cells","ctrl101.A","A"
"cell4017","CD4 T cells","ctrl101.A","A"
"cell4018","CD14+ Monocytes","ctrl101.A","A"
"cell4019","CD14+ Monocytes","ctrl101.A","A"
"cell4020","CD4 T cells","ctrl101.A","A"
"cell4021","CD4 T cells","ctrl101.A","A"
"cell4022","CD14+ Monocytes","ctrl101.A","A"
"cell4023","CD4 T cells","ctrl101.A","A"
"cell4024","CD4 T cells","ctrl101.A","A"
"cell4025","CD4 T cells","ctrl101.B","B"
"cell4026","CD14+ Monocytes","ctrl101.A","A"
"cell4027","CD4 T cells","ctrl101.A","A"
"cell4028","CD14+ Monocytes","ctrl101.A","A"
"cell4029","CD4 T cells","ctrl101.A","A"
"cell4030","CD4 T cells","ctrl101.A","A"
"cell4031","CD14+ Monocytes","ctrl101.A","A"
"cell4032","CD4 T cells","ctrl107.B","B"
"cell4033","CD14+ Monocytes","ctrl101.B","B"
"cell4034","CD14+ Monocytes","ctrl101.A","A"
"cell4035","CD4 T cells","ctrl101.A","A"
"cell4036","CD4 T cells","ctrl101.A","A"
"cell4037","CD14+ Monocytes","ctrl101.A","A"
"cell4038","CD4 T cells","ctrl107.A","A"
"cell4039","CD14+ Monocytes","ctrl101.A","A"
"cell4040","CD4 T cells","ctrl101.A","A"
"cell4041","CD4 T cells","ctrl101.A","A"
"cell4042","CD14+ Monocytes","ctrl101.B","B"
"cell4043","CD4 T cells","ctrl101.A","A"
"cell4044","CD14+ Monocytes","ctrl101.A","A"
"cell4045","CD14+ Monocytes","ctrl101.A","A"
"cell4046","CD4 T cells","ctrl101.A","A"
"cell4047","CD14+ Monocytes","ctrl101.A","A"
"cell4048","CD4 T cells","ctrl101.B","B"
"cell4049","CD14+ Monocytes","ctrl107.A","A"
"cell4050","CD4 T cells","ctrl101.A","A"
"cell4051","CD4 T cells","ctrl101.A","A"
"cell4052","CD14+ Monocytes","ctrl101.A","A"
"cell4053","CD4 T cells","ctrl101.A","A"
"cell4054","CD14+ Monocytes","ctrl101.A","A"
"cell4055","CD4 T cells","ctrl107.A","A"
"cell4056","CD4 T cells","ctrl101.B","B"
"cell4057","CD4 T cells","ctrl107.A","A"
"cell4058","CD4 T cells","ctrl101.A","A"
"cell4059","CD4 T cells","ctrl101.A","A"
"cell4060","CD14+ Monocytes","ctrl101.A","A"
"cell4061","CD14+ Monocytes","ctrl101.A","A"
"cell4062","CD14+ Monocytes","ctrl101.A","A"
"cell4063","CD4 T cells","ctrl101.A","A"
"cell4064","CD4 T cells","ctrl107.A","A"
"cell4065","CD14+ Monocytes","ctrl101.A","A"
"cell4066","CD4 T cells","ctrl101.A","A"
"cell4067","CD4 T cells","ctrl101.A","A"
"cell4068","CD14+ Monocytes","ctrl101.A","A"
"cell4069","CD14+ Monocytes","ctrl101.A","A"
"cell4070","CD4 T cells","ctrl101.A","A"
"cell4071","CD14+ Monocytes","ctrl101.A","A"
"cell4072","CD14+ Monocytes","ctrl101.B","B"
"cell4073","CD14+ Monocytes","ctrl101.A","A"
"cell4074","CD4 T cells","ctrl107.A","A"
"cell4075","CD14+ Monocytes","ctrl101.A","A"
"cell4076","CD4 T cells","ctrl107.A","A"
"cell4077","CD4 T cells","ctrl101.A","A"
"cell4078","CD4 T cells","ctrl101.A","A"
"cell4079","CD14+ Monocytes","ctrl101.A","A"
"cell4080","CD14+ Monocytes","ctrl101.A","A"
"cell4081","CD14+ Monocytes","ctrl101.A","A"
"cell4082","CD14+ Monocytes","ctrl101.A","A"
"cell4083","CD14+ Monocytes","ctrl101.B","B"
"cell4084","CD14+ Monocytes","ctrl101.A","A"
"cell4085","CD14+ Monocytes","ctrl101.B","B"
"cell4086","CD14+ Monocytes","ctrl101.A","A"
"cell4087","CD4 T cells","ctrl101.A","A"
"cell4088","CD4 T cells","ctrl101.A","A"
"cell4089","CD14+ Monocytes","ctrl101.A","A"
"cell4090","CD14+ Monocytes","ctrl101.A","A"
"cell4091","CD4 T cells","ctrl101.A","A"
"cell4092","CD14+ Monocytes","ctrl101.A","A"
"cell4093","CD4 T cells","ctrl101.A","A"
"cell4094","CD4 T cells","ctrl107.A","A"
"cell4095","CD14+ Monocytes","ctrl101.A","A"
"cell4096","CD14+ Monocytes","ctrl101.A","A"
"cell4097","CD14+ Monocytes","ctrl101.A","A"
"cell4098","CD14+ Monocytes","ctrl101.A","A"
"cell4099","CD4 T cells","ctrl101.A","A"
"cell4100","CD14+ Monocytes","ctrl107.A","A"
"cell4101","CD14+ Monocytes","ctrl101.A","A"
"cell4102","CD14+ Monocytes","ctrl101.A","A"
"cell4103","CD4 T cells","ctrl101.A","A"
"cell4104","CD14+ Monocytes","ctrl101.B","B"
"cell4105","CD14+ Monocytes","ctrl101.A","A"
"cell4106","CD14+ Monocytes","ctrl101.A","A"
"cell4107","CD4 T cells","ctrl101.A","A"
"cell4108","CD4 T cells","ctrl101.A","A"
"cell4109","CD4 T cells","ctrl101.A","A"
"cell4110","CD14+ Monocytes","ctrl101.B","B"
"cell4111","CD4 T cells","ctrl101.A","A"
"cell4112","CD4 T cells","ctrl101.A","A"
"cell4113","CD14+ Monocytes","ctrl101.A","A"
"cell4114","CD4 T cells","ctrl101.A","A"
"cell4115","CD14+ Monocytes","ctrl107.A","A"
"cell4116","CD4 T cells","ctrl101.A","A"
"cell4117","CD14+ Monocytes","ctrl101.A","A"
"cell4118","CD4 T cells","ctrl101.A","A"
"cell4119","CD4 T cells","ctrl101.A","A"
"cell4120","CD14+ Monocytes","ctrl101.A","A"
"cell4121","CD4 T cells","ctrl101.A","A"
"cell4122","CD14+ Monocytes","ctrl107.A","A"
"cell4123","CD4 T cells","ctrl101.A","A"
"cell4124","CD4 T cells","ctrl101.A","A"
"cell4125","CD14+ Monocytes","ctrl101.A","A"
"cell4126","CD4 T cells","ctrl107.B","B"
"cell4127","CD14+ Monocytes","ctrl101.A","A"
"cell4128","CD14+ Monocytes","ctrl101.A","A"
"cell4129","CD4 T cells","ctrl101.A","A"
"cell4130","CD4 T cells","ctrl101.A","A"
"cell4131","CD14+ Monocytes","ctrl101.A","A"
"cell4132","CD14+ Monocytes","ctrl101.A","A"
"cell4133","CD4 T cells","ctrl101.B","B"
"cell4134","CD14+ Monocytes","ctrl101.A","A"
"cell4135","CD4 T cells","ctrl101.B","B"
"cell4136","CD14+ Monocytes","ctrl101.A","A"
"cell4137","CD4 T cells","ctrl101.A","A"
"cell4138","CD4 T cells","ctrl101.A","A"
"cell4139","CD4 T cells","ctrl101.A","A"
"cell4140","CD4 T cells","ctrl101.A","A"
"cell4141","CD14+ Monocytes","ctrl101.A","A"
"cell4142","CD4 T cells","ctrl101.A","A"
"cell4143","CD14+ Monocytes","ctrl101.A","A"
"cell4144","CD14+ Monocytes","ctrl101.A","A"
"cell4145","CD14+ Monocytes","ctrl101.A","A"
"cell4146","CD4 T cells","ctrl101.A","A"
"cell4147","CD4 T cells","ctrl107.A","A"
"cell4148","CD4 T cells","ctrl101.A","A"
"cell4149","CD14+ Monocytes","ctrl101.A","A"
"cell4150","CD14+ Monocytes","ctrl101.A","A"
"cell4151","CD4 T cells","ctrl101.A","A"
"cell4152","CD4 T cells","ctrl101.A","A"
"cell4153","CD4 T cells","ctrl101.A","A"
"cell4154","CD4 T cells","ctrl107.A","A"
"cell4155","CD14+ Monocytes","ctrl101.A","A"
"cell4156","CD14+ Monocytes","ctrl101.A","A"
"cell4157","CD4 T cells","ctrl101.B","B"
"cell4158","CD4 T cells","ctrl101.B","B"
"cell4159","CD14+ Monocytes","ctrl101.A","A"
"cell4160","CD4 T cells","ctrl101.A","A"
"cell4161","CD4 T cells","ctrl101.B","B"
"cell4162","CD4 T cells","ctrl101.A","A"
"cell4163","CD4 T cells","ctrl101.A","A"
"cell4164","CD4 T cells","ctrl101.A","A"
"cell4165","CD4 T cells","ctrl101.A","A"
"cell4166","CD14+ Monocytes","ctrl101.A","A"
"cell4167","CD14+ Monocytes","ctrl101.A","A"
"cell4168","CD4 T cells","ctrl101.A","A"
"cell4169","CD14+ Monocytes","ctrl101.A","A"
"cell4170","CD14+ Monocytes","ctrl107.A","A"
"cell4171","CD14+ Monocytes","ctrl101.B","B"
"cell4172","CD14+ Monocytes","ctrl101.A","A"
"cell4173","CD14+ Monocytes","ctrl101.A","A"
"cell4174","CD14+ Monocytes","ctrl101.A","A"
"cell4175","CD14+ Monocytes","ctrl101.A","A"
"cell4176","CD4 T cells","ctrl101.A","A"
"cell4177","CD14+ Monocytes","ctrl101.A","A"
"cell4178","CD4 T cells","ctrl101.A","A"
"cell4179","CD14+ Monocytes","ctrl101.A","A"
"cell4180","CD4 T cells","ctrl101.A","A"
"cell4181","CD4 T cells","ctrl101.A","A"
"cell4182","CD4 T cells","ctrl101.A","A"
"cell4183","CD14+ Monocytes","ctrl101.A","A"
"cell4184","CD4 T cells","ctrl101.A","A"
"cell4185","CD14+ Monocytes","ctrl101.A","A"
"cell4186","CD14+ Monocytes","ctrl101.A","A"
"cell4187","CD4 T cells","ctrl101.A","A"
"cell4188","CD14+ Monocytes","ctrl101.A","A"
"cell4189","CD4 T cells","ctrl101.A","A"
"cell4190","CD14+ Monocytes","ctrl101.A","A"
"cell4191","CD14+ Monocytes","ctrl101.B","B"
"cell4192","CD4 T cells","ctrl101.A","A"
"cell4193","CD14+ Monocytes","ctrl101.A","A"
"cell4194","CD4 T cells","ctrl101.A","A"
"cell4195","CD14+ Monocytes","ctrl101.A","A"
"cell4196","CD14+ Monocytes","ctrl101.A","A"
"cell4197","CD4 T cells","ctrl101.A","A"
"cell4198","CD14+ Monocytes","ctrl101.A","A"
"cell4199","CD14+ Monocytes","ctrl101.A","A"
"cell4200","CD14+ Monocytes","ctrl101.A","A"
"cell4201","CD4 T cells","ctrl101.A","A"
"cell4202","CD14+ Monocytes","ctrl101.A","A"
"cell4203","CD14+ Monocytes","ctrl101.A","A"
"cell4204","CD4 T cells","ctrl101.A","A"
"cell4205","CD14+ Monocytes","ctrl101.A","A"
"cell4206","CD14+ Monocytes","ctrl101.A","A"
"cell4207","CD14+ Monocytes","ctrl101.A","A"
"cell4208","CD4 T cells","ctrl101.A","A"
"cell4209","CD14+ Monocytes","ctrl101.A","A"
"cell4210","CD14+ Monocytes","ctrl101.A","A"
"cell4211","CD14+ Monocytes","ctrl101.A","A"
"cell4212","CD4 T cells","ctrl101.A","A"
"cell4213","CD14+ Monocytes","ctrl101.A","A"
"cell4214","CD14+ Monocytes","ctrl101.A","A"
"cell4215","CD14+ Monocytes","ctrl101.A","A"
"cell4216","CD14+ Monocytes","ctrl101.B","B"
"cell4217","CD14+ Monocytes","ctrl101.A","A"
"cell4218","CD14+ Monocytes","ctrl101.A","A"
"cell4219","CD4 T cells","ctrl107.A","A"
"cell4220","CD4 T cells","ctrl101.A","A"
"cell4221","CD14+ Monocytes","ctrl101.A","A"
"cell4222","CD14+ Monocytes","ctrl101.A","A"
"cell4223","CD14+ Monocytes","ctrl101.A","A"
"cell4224","CD4 T cells","ctrl101.A","A"
"cell4225","CD4 T cells","ctrl101.A","A"
"cell4226","CD4 T cells","ctrl101.A","A"
"cell4227","CD14+ Monocytes","ctrl101.A","A"
"cell4228","CD4 T cells","ctrl101.A","A"
"cell4229","CD14+ Monocytes","ctrl107.A","A"
"cell4230","CD14+ Monocytes","ctrl101.B","B"
"cell4231","CD4 T cells","ctrl107.A","A"
"cell4232","CD14+ Monocytes","ctrl101.A","A"
"cell4233","CD4 T cells","ctrl101.A","A"
"cell4234","CD4 T cells","ctrl101.A","A"
"cell4235","CD14+ Monocytes","ctrl101.A","A"
"cell4236","CD14+ Monocytes","ctrl107.A","A"
"cell4237","CD14+ Monocytes","ctrl101.A","A"
"cell4238","CD4 T cells","ctrl101.A","A"
"cell4239","CD14+ Monocytes","ctrl101.A","A"
"cell4240","CD4 T cells","ctrl101.A","A"
"cell4241","CD4 T cells","ctrl101.A","A"
"cell4242","CD14+ Monocytes","ctrl101.A","A"
"cell4243","CD14+ Monocytes","ctrl101.A","A"
"cell4244","CD14+ Monocytes","ctrl101.A","A"
"cell4245","CD14+ Monocytes","ctrl101.A","A"
"cell4246","CD14+ Monocytes","ctrl101.A","A"
"cell4247","CD14+ Monocytes","ctrl101.A","A"
"cell4248","CD4 T cells","ctrl101.A","A"
"cell4249","CD4 T cells","ctrl101.A","A"
"cell4250","CD4 T cells","ctrl101.A","A"
"cell4251","CD4 T cells","ctrl101.A","A"
"cell4252","CD4 T cells","ctrl101.B","B"
"cell4253","CD14+ Monocytes","ctrl107.A","A"
"cell4254","CD4 T cells","ctrl101.A","A"
"cell4255","CD14+ Monocytes","ctrl101.A","A"
"cell4256","CD4 T cells","ctrl101.A","A"
"cell4257","CD4 T cells","ctrl101.A","A"
"cell4258","CD14+ Monocytes","ctrl101.A","A"
"cell4259","CD4 T cells","ctrl101.A","A"
"cell4260","CD4 T cells","ctrl101.A","A"
"cell4261","CD4 T cells","ctrl101.A","A"
"cell4262","CD4 T cells","ctrl101.A","A"
"cell4263","CD14+ Monocytes","ctrl101.A","A"
"cell4264","CD4 T cells","ctrl101.A","A"
"cell4265","CD4 T cells","ctrl101.A","A"
"cell4266","CD4 T cells","ctrl101.B","B"
"cell4267","CD4 T cells","ctrl101.A","A"
"cell4268","CD14+ Monocytes","ctrl101.A","A"
"cell4269","CD14+ Monocytes","ctrl101.A","A"
"cell4270","CD4 T cells","ctrl101.B","B"
"cell4271","CD14+ Monocytes","ctrl101.A","A"
"cell4272","CD14+ Monocytes","ctrl107.A","A"
"cell4273","CD4 T cells","ctrl101.B","B"
"cell4274","CD14+ Monocytes","ctrl101.A","A"
"cell4275","CD14+ Monocytes","ctrl101.A","A"
"cell4276","CD14+ Monocytes","ctrl101.A","A"
"cell4277","CD4 T cells","ctrl101.A","A"
"cell4278","CD14+ Monocytes","ctrl101.B","B"
"cell4279","CD4 T cells","ctrl101.A","A"
"cell4280","CD14+ Monocytes","ctrl101.B","B"
"cell4281","CD4 T cells","ctrl101.A","A"
"cell4282","CD14+ Monocytes","ctrl107.A","A"
"cell4283","CD14+ Monocytes","ctrl101.A","A"
"cell4284","CD14+ Monocytes","ctrl101.A","A"
"cell4285","CD14+ Monocytes","ctrl107.A","A"
"cell4286","CD4 T cells","ctrl101.B","B"
"cell4287","CD14+ Monocytes","ctrl101.A","A"
"cell4288","CD14+ Monocytes","ctrl107.B","B"
"cell4289","CD4 T cells","ctrl101.A","A"
"cell4290","CD4 T cells","ctrl101.A","A"
"cell4291","CD4 T cells","ctrl101.A","A"
"cell4292","CD4 T cells","ctrl101.A","A"
"cell4293","CD4 T cells","ctrl101.A","A"
"cell4294","CD14+ Monocytes","ctrl101.B","B"
"cell4295","CD4 T cells","ctrl101.A","A"
"cell4296","CD4 T cells","ctrl101.A","A"
"cell4297","CD4 T cells","ctrl101.A","A"
"cell4298","CD4 T cells","ctrl101.A","A"
"cell4299","CD4 T cells","ctrl101.A","A"
"cell4300","CD4 T cells","ctrl101.A","A"
"cell4301","CD14+ Monocytes","ctrl101.B","B"
"cell4302","CD14+ Monocytes","ctrl101.A","A"
"cell4303","CD14+ Monocytes","ctrl101.A","A"
"cell4304","CD4 T cells","ctrl101.A","A"
"cell4305","CD14+ Monocytes","ctrl101.A","A"
"cell4306","CD4 T cells","ctrl101.A","A"
"cell4307","CD14+ Monocytes","ctrl101.A","A"
"cell4308","CD4 T cells","ctrl101.A","A"
"cell4309","CD14+ Monocytes","ctrl101.A","A"
"cell4310","CD4 T cells","ctrl107.B","B"
"cell4311","CD14+ Monocytes","ctrl101.A","A"
"cell4312","CD14+ Monocytes","ctrl107.A","A"
"cell4313","CD4 T cells","ctrl101.A","A"
"cell4314","CD14+ Monocytes","ctrl101.B","B"
"cell4315","CD4 T cells","ctrl101.A","A"
"cell4316","CD14+ Monocytes","ctrl101.A","A"
"cell4317","CD14+ Monocytes","ctrl101.B","B"
"cell4318","CD4 T cells","ctrl101.A","A"
"cell4319","CD14+ Monocytes","ctrl107.A","A"
"cell4320","CD4 T cells","ctrl101.A","A"
"cell4321","CD14+ Monocytes","ctrl101.A","A"
"cell4322","CD4 T cells","ctrl107.B","B"
"cell4323","CD4 T cells","ctrl101.A","A"
"cell4324","CD14+ Monocytes","ctrl101.A","A"
"cell4325","CD4 T cells","ctrl101.A","A"
"cell4326","CD4 T cells","ctrl101.A","A"
"cell4327","CD4 T cells","ctrl101.A","A"
"cell4328","CD4 T cells","ctrl101.B","B"
"cell4329","CD14+ Monocytes","ctrl101.A","A"
"cell4330","CD4 T cells","ctrl101.A","A"
"cell4331","CD4 T cells","ctrl101.A","A"
"cell4332","CD4 T cells","ctrl101.A","A"
"cell4333","CD4 T cells","ctrl101.A","A"
"cell4334","CD14+ Monocytes","ctrl101.A","A"
"cell4335","CD4 T cells","ctrl101.B","B"
"cell4336","CD14+ Monocytes","ctrl101.A","A"
"cell4337","CD4 T cells","ctrl101.A","A"
"cell4338","CD14+ Monocytes","ctrl101.A","A"
"cell4339","CD4 T cells","ctrl101.A","A"
"cell4340","CD14+ Monocytes","ctrl101.A","A"
"cell4341","CD14+ Monocytes","ctrl101.A","A"
"cell4342","CD14+ Monocytes","ctrl101.A","A"
"cell4343","CD14+ Monocytes","ctrl101.A","A"
"cell4344","CD14+ Monocytes","ctrl101.A","A"
"cell4345","CD4 T cells","ctrl101.A","A"
"cell4346","CD14+ Monocytes","ctrl101.A","A"
"cell4347","CD14+ Monocytes","ctrl101.A","A"
"cell4348","CD4 T cells","ctrl101.A","A"
"cell4349","CD14+ Monocytes","ctrl101.A","A"
"cell4350","CD14+ Monocytes","ctrl101.A","A"
"cell4351","CD4 T cells","ctrl107.A","A"
"cell4352","CD4 T cells","ctrl101.A","A"
"cell4353","CD14+ Monocytes","ctrl101.B","B"
"cell4354","CD4 T cells","ctrl101.A","A"
"cell4355","CD4 T cells","ctrl101.A","A"
"cell4356","CD14+ Monocytes","ctrl101.A","A"
"cell4357","CD14+ Monocytes","ctrl101.A","A"
"cell4358","CD14+ Monocytes","ctrl101.A","A"
"cell4359","CD4 T cells","ctrl101.A","A"
"cell4360","CD14+ Monocytes","ctrl101.A","A"
"cell4361","CD14+ Monocytes","ctrl101.A","A"
"cell4362","CD4 T cells","ctrl107.A","A"
"cell4363","CD14+ Monocytes","ctrl101.A","A"
"cell4364","CD14+ Monocytes","ctrl101.A","A"
"cell4365","CD4 T cells","ctrl101.A","A"
"cell4366","CD14+ Monocytes","ctrl107.A","A"
"cell4367","CD4 T cells","ctrl101.A","A"
"cell4368","CD14+ Monocytes","ctrl101.A","A"
"cell4369","CD14+ Monocytes","ctrl101.A","A"
